gpu num: 8
prefix ./models/r50-arcface-retina/model
image_size [112, 112]
num_classes 93431
Called with argument: Namespace(batch_size=512, ckpt=3, ctx_num=8, ctx_num_classes=11679, dataset='retina', extra_model_name='', frequent=20, image_channel=3, kvstore='device', local_class_start=0, local_num_classes=93432, loss='arcface', lr=0.1, lr_steps='100000,160000,220000', models_root='./models', mom=0.9, network='r50', per_batch_size=64, pretrained='', pretrained_epoch=1, rescale_threshold=0, verbose=2000, wd=0.0005, worker_id=0) {'bn_mom': 0.9, 'workspace': 256, 'emb_size': 512, 'ckpt_embedding': True, 'net_se': 0, 'net_act': 'prelu', 'net_unit': 3, 'net_input': 1, 'net_blocks': [1, 4, 6, 2], 'net_output': 'E', 'net_multiplier': 1.0, 'val_targets': ['lfw', 'cfp_fp', 'agedb_30'], 'ce_loss': True, 'fc7_lr_mult': 1.0, 'fc7_wd_mult': 1.0, 'fc7_no_bias': False, 'max_steps': 0, 'data_rand_mirror': True, 'data_cutoff': False, 'data_color': 0, 'data_images_filter': 0, 'count_flops': True, 'memonger': False, 'loss_name': 'margin_softmax', 'loss_s': 64.0, 'loss_m1': 1.0, 'loss_m2': 0.5, 'loss_m3': 0.0, 'net_name': 'fresnet', 'num_layers': 50, 'dataset': 'retina', 'dataset_path': '../datasets/ms1m-retinaface', 'num_classes': 93431, 'image_shape': [112, 112, 3], 'loss': 'arcface', 'network': 'r50', 'num_workers': 1, 'batch_size': 512, 'per_batch_size': 64}
0 1 E 3 prelu False
Network FLOPs: 12.6G
INFO:root:loading recordio ../datasets/ms1m-retinaface/train.rec...
header0 label [5179511. 5272942.]
id2range 93431
5179510
rand_mirror True
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver lfw
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
loading bin 12000
loading bin 13000
(14000, 3, 112, 112)
ver cfp_fp
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver agedb_30
lr_steps [100000, 160000, 220000]
call reset()in_bind
 False [('data', (512, 3, 112, 112))] [('softmax_label', (512,))]
_data_shape (512, 3, 112, 112) [('softmax_label', (512,))]
[18:18:28] src/kvstore/././comm.h:744: only 0 out of 56 GPU pairs are enabled direct access. It may affect the performance. You can set MXNET_ENABLE_GPU_P2P=0 to turn it off
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:29] src/operator/nn/./cudnn/./cudnn_algoreg-inl.h:97: Running performance tests to find the best convolution algorithm, this can take a while... (set the environment variable MXNET_CUDNN_AUTOTUNE_DEFAULT to 0 to disable)
INFO:root:Iter[0] Batch [20]	Speed: 523.28 samples/sec
INFO:root:Iter[0] Batch [5680]	Speed: 871.16 samples/sec
INFO:root:Iter[0] Batch [5700]	Speed: 856.05 samples/sec
INFO:root:Iter[0] Batch [5720]	Speed: 846.15 samples/sec
INFO:root:Iter[0] Batch [5740]	Speed: 844.33 samples/sec
INFO:root:Iter[0] Batch [5760]	Speed: 873.11 samples/sec
INFO:root:Iter[0] Batch [5780]	Speed: 863.28 samples/sec
INFO:root:Iter[0] Batch [5800]	Speed: 849.00 samples/sec
INFO:root:Iter[0] Batch [5820]	Speed: 861.22 samples/sec
INFO:root:Iter[0] Batch [5840]	Speed: 848.01 samples/sec
INFO:root:Iter[0] Batch [5860]	Speed: 829.65 samples/sec
INFO:root:Iter[0] Batch [5880]	Speed: 854.03 samples/sec
INFO:root:Iter[0] Batch [5900]	Speed: 809.69 samples/sec
INFO:root:Iter[0] Batch [5920]	Speed: 861.78 samples/sec
INFO:root:Iter[0] Batch [5940]	Speed: 857.37 samples/sec
INFO:root:Iter[0] Batch [5960]	Speed: 823.79 samples/sec
INFO:root:Iter[0] Batch [5980]	Speed: 881.55 samples/sec
{fc7_acc} 6000 0.025390625
lr-batch-epoch: 0.1 5999 0
testing verification..
(12000, 512)
infer time 4.165312999999999
[lfw][6000]XNorm: 23.531083
[lfw][6000]Accuracy-Flip: 0.98750+-0.00501
testing verification..
(14000, 512)
infer time 4.743952000000001
[cfp_fp][6000]XNorm: 20.458699
[cfp_fp][6000]Accuracy-Flip: 0.91186+-0.01517
testing verification..
(12000, 512)
infer time 4.213140999999999
[agedb_30][6000]XNorm: 22.713725
[agedb_30][6000]Accuracy-Flip: 0.91267+-0.01862
saving 1
INFO:root:Saved checkpoint to "./models/r50-arcface-retina/model-0001.params"
[6000]Accuracy-Highest: 0.91267
INFO:root:Iter[0] Batch [6000]	Speed: 263.88 samples/sec
INFO:root:Iter[0] Batch [6020]	Speed: 758.07 samples/sec
INFO:root:Iter[0] Batch [6040]	Speed: 793.61 samples/sec
INFO:root:Iter[0] Batch [6060]	Speed: 785.33 samples/sec
INFO:root:Iter[0] Batch [6080]	Speed: 804.22 samples/sec
INFO:root:Iter[0] Batch [6100]	Speed: 790.91 samples/sec
INFO:root:Iter[0] Batch [6120]	Speed: 782.15 samples/sec
INFO:root:Iter[0] Batch [6140]	Speed: 824.61 samples/sec
INFO:root:Iter[0] Batch [6160]	Speed: 782.52 samples/sec
INFO:root:Iter[0] Batch [6180]	Speed: 817.55 samples/sec
INFO:root:Iter[0] Batch [6200]	Speed: 788.84 samples/sec
INFO:root:Iter[0] Batch [6220]	Speed: 819.53 samples/sec
INFO:root:Iter[0] Batch [6240]	Speed: 830.23 samples/sec
INFO:root:Iter[0] Batch [6260]	Speed: 825.27 samples/sec
INFO:root:Iter[0] Batch [6280]	Speed: 813.72 samples/sec
INFO:root:Iter[0] Batch [6300]	Speed: 808.39 samples/sec
INFO:root:Iter[0] Batch [6320]	Speed: 826.03 samples/sec
INFO:root:Iter[0] Batch [6340]	Speed: 820.95 samples/sec
INFO:root:Iter[0] Batch [6360]	Speed: 834.97 samples/sec
INFO:root:Iter[0] Batch [6380]	Speed: 773.19 samples/sec
INFO:root:Iter[0] Batch [6400]	Speed: 806.89 samples/sec
INFO:root:Iter[0] Batch [6420]	Speed: 813.63 samples/sec
INFO:root:Iter[0] Batch [6440]	Speed: 815.02 samples/sec
INFO:root:Iter[0] Batch [6460]	Speed: 821.21 samples/sec
INFO:root:Iter[0] Batch [6480]	Speed: 859.77 samples/sec
INFO:root:Iter[0] Batch [6500]	Speed: 778.24 samples/sec
INFO:root:Iter[0] Batch [6520]	Speed: 788.98 samples/sec
INFO:root:Iter[0] Batch [6540]	Speed: 775.52 samples/sec
INFO:root:Iter[0] Batch [6560]	Speed: 843.96 samples/sec
INFO:root:Iter[0] Batch [6580]	Speed: 790.20 samples/sec
INFO:root:Iter[0] Batch [6600]	Speed: 785.04 samples/sec
INFO:root:Iter[0] Batch [6620]	Speed: 823.43 samples/sec
INFO:root:Iter[0] Batch [6640]	Speed: 810.61 samples/sec
INFO:root:Iter[0] Batch [6660]	Speed: 844.07 samples/sec
INFO:root:Iter[0] Batch [6680]	Speed: 829.62 samples/sec
INFO:root:Iter[0] Batch [6700]	Speed: 821.99 samples/sec
INFO:root:Iter[0] Batch [6720]	Speed: 866.12 samples/sec
INFO:root:Iter[0] Batch [6740]	Speed: 847.43 samples/sec
INFO:root:Iter[0] Batch [6760]	Speed: 846.92 samples/sec
INFO:root:Iter[0] Batch [6780]	Speed: 868.21 samples/sec
INFO:root:Iter[0] Batch [6800]	Speed: 819.20 samples/sec
INFO:root:Iter[0] Batch [6820]	Speed: 837.25 samples/sec
INFO:root:Iter[0] Batch [6840]	Speed: 826.36 samples/sec
INFO:root:Iter[0] Batch [6860]	Speed: 845.95 samples/sec
INFO:root:Iter[0] Batch [6880]	Speed: 837.94 samples/sec
INFO:root:Iter[0] Batch [6900]	Speed: 862.76 samples/sec
INFO:root:Iter[0] Batch [6920]	Speed: 881.40 samples/sec
INFO:root:Iter[0] Batch [6940]	Speed: 850.45 samples/sec
INFO:root:Iter[0] Batch [6960]	Speed: 873.45 samples/sec
INFO:root:Iter[0] Batch [6980]	Speed: 820.83 samples/sec
lr-batch-epoch: 0.1 6999 0
INFO:root:Iter[0] Batch [7000]	Speed: 846.40 samples/sec
INFO:root:Iter[0] Batch [7020]	Speed: 847.29 samples/sec
INFO:root:Iter[0] Batch [7040]	Speed: 734.31 samples/sec
INFO:root:Iter[0] Batch [7060]	Speed: 877.05 samples/sec
INFO:root:Iter[0] Batch [7080]	Speed: 859.92 samples/sec
INFO:root:Iter[0] Batch [7100]	Speed: 805.45 samples/sec
INFO:root:Iter[0] Batch [7120]	Speed: 871.38 samples/sec
INFO:root:Iter[0] Batch [7140]	Speed: 862.37 samples/sec
INFO:root:Iter[0] Batch [7160]	Speed: 871.81 samples/sec
INFO:root:Iter[0] Batch [7180]	Speed: 814.44 samples/sec
INFO:root:Iter[0] Batch [7200]	Speed: 863.48 samples/sec
INFO:root:Iter[0] Batch [7220]	Speed: 874.51 samples/sec
INFO:root:Iter[0] Batch [7240]	Speed: 895.05 samples/sec
INFO:root:Iter[0] Batch [7260]	Speed: 834.32 samples/sec
INFO:root:Iter[0] Batch [7280]	Speed: 852.51 samples/sec
INFO:root:Iter[0] Batch [7300]	Speed: 878.99 samples/sec
INFO:root:Iter[0] Batch [7320]	Speed: 875.71 samples/sec
INFO:root:Iter[0] Batch [7340]	Speed: 830.52 samples/sec
INFO:root:Iter[0] Batch [7360]	Speed: 839.35 samples/sec
INFO:root:Iter[0] Batch [7380]	Speed: 811.45 samples/sec
INFO:root:Iter[0] Batch [7400]	Speed: 898.36 samples/sec
INFO:root:Iter[0] Batch [7420]	Speed: 872.28 samples/sec
INFO:root:Iter[0] Batch [7440]	Speed: 884.42 samples/sec
INFO:root:Iter[0] Batch [7460]	Speed: 856.44 samples/sec
INFO:root:Iter[0] Batch [7480]	Speed: 837.37 samples/sec
INFO:root:Iter[0] Batch [7500]	Speed: 848.94 samples/sec
INFO:root:Iter[0] Batch [7520]	Speed: 851.52 samples/sec
INFO:root:Iter[0] Batch [7540]	Speed: 836.49 samples/sec
INFO:root:Iter[0] Batch [7560]	Speed: 866.66 samples/sec
INFO:root:Iter[0] Batch [7580]	Speed: 729.20 samples/sec
INFO:root:Iter[0] Batch [7600]	Speed: 867.07 samples/sec
INFO:root:Iter[0] Batch [7620]	Speed: 793.63 samples/sec
INFO:root:Iter[0] Batch [7640]	Speed: 828.04 samples/sec
INFO:root:Iter[0] Batch [7660]	Speed: 808.42 samples/sec
INFO:root:Iter[0] Batch [7680]	Speed: 867.90 samples/sec
INFO:root:Iter[0] Batch [7700]	Speed: 875.03 samples/sec
INFO:root:Iter[0] Batch [7720]	Speed: 835.02 samples/sec
INFO:root:Iter[0] Batch [7740]	Speed: 823.35 samples/sec
INFO:root:Iter[0] Batch [7760]	Speed: 850.35 samples/sec
INFO:root:Iter[0] Batch [7780]	Speed: 887.01 samples/sec
INFO:root:Iter[0] Batch [7800]	Speed: 866.08 samples/sec
INFO:root:Iter[0] Batch [7820]	Speed: 888.56 samples/sec
INFO:root:Iter[0] Batch [7840]	Speed: 867.51 samples/sec
INFO:root:Iter[0] Batch [7860]	Speed: 835.91 samples/sec
INFO:root:Iter[0] Batch [7880]	Speed: 847.51 samples/sec
INFO:root:Iter[0] Batch [7900]	Speed: 852.26 samples/sec
INFO:root:Iter[0] Batch [7920]	Speed: 859.66 samples/sec
INFO:root:Iter[0] Batch [7940]	Speed: 849.36 samples/sec
INFO:root:Iter[0] Batch [7960]	Speed: 852.98 samples/sec
INFO:root:Iter[0] Batch [7980]	Speed: 921.89 samples/sec
{fc7_acc} 8000 0.044921875
lr-batch-epoch: 0.1 7999 0
testing verification..
(12000, 512)
infer time 4.145141
[lfw][8000]XNorm: 23.539455
[lfw][8000]Accuracy-Flip: 0.99033+-0.00645
testing verification..
(14000, 512)
infer time 4.8725
[cfp_fp][8000]XNorm: 20.860535
[cfp_fp][8000]Accuracy-Flip: 0.92086+-0.01406
testing verification..
(12000, 512)
infer time 4.031148000000001
[agedb_30][8000]XNorm: 22.862032
[agedb_30][8000]Accuracy-Flip: 0.92100+-0.01759
saving 1
INFO:root:Saved checkpoint to "./models/r50-arcface-retina/model-0001.params"
[8000]Accuracy-Highest: 0.92100
INFO:root:Iter[0] Batch [8000]	Speed: 266.31 samples/sec
INFO:root:Iter[0] Batch [8020]	Speed: 778.89 samples/sec
INFO:root:Iter[0] Batch [8040]	Speed: 817.96 samples/sec
INFO:root:Iter[0] Batch [8060]	Speed: 817.35 samples/sec
INFO:root:Iter[0] Batch [8080]	Speed: 826.14 samples/sec
INFO:root:Iter[0] Batch [8100]	Speed: 718.73 samples/sec
INFO:root:Iter[0] Batch [8120]	Speed: 783.13 samples/sec
INFO:root:Iter[0] Batch [8140]	Speed: 838.81 samples/sec
INFO:root:Iter[0] Batch [8160]	Speed: 749.82 samples/sec
INFO:root:Iter[0] Batch [8180]	Speed: 799.18 samples/sec
INFO:root:Iter[0] Batch [8200]	Speed: 778.74 samples/sec
INFO:root:Iter[0] Batch [8220]	Speed: 809.19 samples/sec
INFO:root:Iter[0] Batch [8240]	Speed: 784.66 samples/sec
INFO:root:Iter[0] Batch [8260]	Speed: 827.94 samples/sec
INFO:root:Iter[0] Batch [8280]	Speed: 799.56 samples/sec
INFO:root:Iter[0] Batch [8300]	Speed: 795.49 samples/sec
INFO:root:Iter[0] Batch [8320]	Speed: 778.94 samples/sec
INFO:root:Iter[0] Batch [8340]	Speed: 827.44 samples/sec
INFO:root:Iter[0] Batch [8360]	Speed: 854.24 samples/sec
INFO:root:Iter[0] Batch [8380]	Speed: 797.90 samples/sec
INFO:root:Iter[0] Batch [8400]	Speed: 839.15 samples/sec
INFO:root:Iter[0] Batch [8420]	Speed: 833.37 samples/sec
INFO:root:Iter[0] Batch [8440]	Speed: 831.24 samples/sec
INFO:root:Iter[0] Batch [8460]	Speed: 814.77 samples/sec
INFO:root:Iter[0] Batch [8480]	Speed: 843.39 samples/sec
INFO:root:Iter[0] Batch [8500]	Speed: 835.65 samples/sec
INFO:root:Iter[0] Batch [8520]	Speed: 840.79 samples/sec
INFO:root:Iter[0] Batch [8540]	Speed: 835.63 samples/sec
INFO:root:Iter[0] Batch [8560]	Speed: 844.33 samples/sec
INFO:root:Iter[0] Batch [8580]	Speed: 860.80 samples/sec
INFO:root:Iter[0] Batch [8600]	Speed: 873.07 samples/sec
INFO:root:Iter[0] Batch [8620]	Speed: 875.57 samples/sec
INFO:root:Iter[0] Batch [8640]	Speed: 820.24 samples/sec
INFO:root:Iter[0] Batch [8660]	Speed: 670.86 samples/sec
INFO:root:Iter[0] Batch [8680]	Speed: 831.95 samples/sec
INFO:root:Iter[0] Batch [8700]	Speed: 853.13 samples/sec
INFO:root:Iter[0] Batch [8720]	Speed: 828.68 samples/sec
INFO:root:Iter[0] Batch [8740]	Speed: 853.63 samples/sec
INFO:root:Iter[0] Batch [8760]	Speed: 822.67 samples/sec
INFO:root:Iter[0] Batch [8780]	Speed: 847.42 samples/sec
INFO:root:Iter[0] Batch [8800]	Speed: 840.56 samples/sec
INFO:root:Iter[0] Batch [8820]	Speed: 827.22 samples/sec
INFO:root:Iter[0] Batch [8840]	Speed: 788.96 samples/sec
INFO:root:Iter[0] Batch [8860]	Speed: 860.10 samples/sec
INFO:root:Iter[0] Batch [8880]	Speed: 824.35 samples/sec
INFO:root:Iter[0] Batch [8900]	Speed: 835.29 samples/sec
INFO:root:Iter[0] Batch [8920]	Speed: 872.82 samples/sec
INFO:root:Iter[0] Batch [8940]	Speed: 819.37 samples/sec
INFO:root:Iter[0] Batch [8960]	Speed: 839.35 samples/sec
INFO:root:Iter[0] Batch [8980]	Speed: 839.60 samples/sec
lr-batch-epoch: 0.1 8999 0
INFO:root:Iter[0] Batch [9000]	Speed: 870.67 samples/sec
INFO:root:Iter[0] Batch [9020]	Speed: 803.31 samples/sec
INFO:root:Iter[0] Batch [9040]	Speed: 869.06 samples/sec
INFO:root:Iter[0] Batch [9060]	Speed: 857.21 samples/sec
INFO:root:Iter[0] Batch [9080]	Speed: 843.20 samples/sec
INFO:root:Iter[0] Batch [9100]	Speed: 853.81 samples/sec
INFO:root:Iter[0] Batch [9120]	Speed: 868.57 samples/sec
INFO:root:Iter[0] Batch [9140]	Speed: 837.01 samples/sec
INFO:root:Iter[0] Batch [9160]	Speed: 859.71 samples/sec
INFO:root:Iter[0] Batch [9180]	Speed: 817.51 samples/sec
INFO:root:Iter[0] Batch [9200]	Speed: 796.84 samples/sec
INFO:root:Iter[0] Batch [9220]	Speed: 809.45 samples/sec
INFO:root:Iter[0] Batch [9240]	Speed: 866.98 samples/sec
INFO:root:Iter[0] Batch [9260]	Speed: 854.49 samples/sec
INFO:root:Iter[0] Batch [9280]	Speed: 878.99 samples/sec
INFO:root:Iter[0] Batch [9300]	Speed: 841.20 samples/sec
INFO:root:Iter[0] Batch [9320]	Speed: 864.56 samples/sec
INFO:root:Iter[0] Batch [9340]	Speed: 825.41 samples/sec
INFO:root:Iter[0] Batch [9360]	Speed: 853.46 samples/sec
INFO:root:Iter[0] Batch [9380]	Speed: 874.69 samples/sec
INFO:root:Iter[0] Batch [9400]	Speed: 833.18 samples/sec
INFO:root:Iter[0] Batch [9420]	Speed: 875.78 samples/sec
INFO:root:Iter[0] Batch [9440]	Speed: 843.20 samples/sec
INFO:root:Iter[0] Batch [9460]	Speed: 823.64 samples/sec
INFO:root:Iter[0] Batch [9480]	Speed: 838.35 samples/sec
INFO:root:Iter[0] Batch [9500]	Speed: 796.90 samples/sec
INFO:root:Iter[0] Batch [9520]	Speed: 840.22 samples/sec
INFO:root:Iter[0] Batch [9540]	Speed: 834.94 samples/sec
INFO:root:Iter[0] Batch [9560]	Speed: 816.34 samples/sec
INFO:root:Iter[0] Batch [9580]	Speed: 835.61 samples/sec
INFO:root:Iter[0] Batch [9600]	Speed: 823.11 samples/sec
INFO:root:Iter[0] Batch [9620]	Speed: 831.70 samples/sec
INFO:root:Iter[0] Batch [9640]	Speed: 839.16 samples/sec
INFO:root:Iter[0] Batch [9660]	Speed: 825.58 samples/sec
INFO:root:Iter[0] Batch [9680]	Speed: 834.64 samples/sec
INFO:root:Iter[0] Batch [9700]	Speed: 836.76 samples/sec
INFO:root:Iter[0] Batch [9720]	Speed: 808.90 samples/sec
INFO:root:Iter[0] Batch [9740]	Speed: 844.66 samples/sec
INFO:root:Iter[0] Batch [9760]	Speed: 881.91 samples/sec
INFO:root:Iter[0] Batch [9780]	Speed: 826.67 samples/sec
INFO:root:Iter[0] Batch [9800]	Speed: 883.94 samples/sec
INFO:root:Iter[0] Batch [9820]	Speed: 862.93 samples/sec
INFO:root:Iter[0] Batch [9840]	Speed: 858.97 samples/sec
INFO:root:Iter[0] Batch [9860]	Speed: 869.94 samples/sec
INFO:root:Iter[0] Batch [9880]	Speed: 879.53 samples/sec
INFO:root:Iter[0] Batch [9900]	Speed: 802.29 samples/sec
INFO:root:Iter[0] Batch [9920]	Speed: 871.71 samples/sec
INFO:root:Iter[0] Batch [9940]	Speed: 833.94 samples/sec
INFO:root:Iter[0] Batch [9960]	Speed: 860.36 samples/sec
INFO:root:Iter[0] Batch [9980]	Speed: 873.61 samples/sec
{fc7_acc} 10000 0.03515625
lr-batch-epoch: 0.1 9999 0
testing verification..
(12000, 512)
infer time 4.092543
[lfw][10000]XNorm: 22.585020
[lfw][10000]Accuracy-Flip: 0.99267+-0.00403
testing verification..
(14000, 512)
infer time 4.912218
[cfp_fp][10000]XNorm: 20.205368
[cfp_fp][10000]Accuracy-Flip: 0.92986+-0.01353
testing verification..
(12000, 512)
infer time 3.9060079999999995
[agedb_30][10000]XNorm: 21.708579
[agedb_30][10000]Accuracy-Flip: 0.93217+-0.01812
saving 1
INFO:root:Saved checkpoint to "./models/r50-arcface-retina/model-0001.params"
[10000]Accuracy-Highest: 0.93217
INFO:root:Iter[0] Batch [10000]	Speed: 271.64 samples/sec
INFO:root:Iter[0] Batch [10020]	Speed: 836.86 samples/sec
INFO:root:Iter[0] Batch [10040]	Speed: 805.85 samples/sec
INFO:root:Iter[0] Batch [10060]	Speed: 837.04 samples/sec
INFO:root:Iter[0] Batch [10080]	Speed: 813.73 samples/sec
INFO:root:Iter[0] Batch [10100]	Speed: 839.30 samples/sec
INFO:root:Epoch[0] Time cost=6434.179
call reset()
INFO:root:Iter[1] Batch [20]	Speed: 779.23 samples/sec
INFO:root:Iter[1] Batch [40]	Speed: 811.31 samples/sec
INFO:root:Iter[1] Batch [60]	Speed: 833.41 samples/sec
INFO:root:Iter[1] Batch [80]	Speed: 864.87 samples/sec
INFO:root:Iter[1] Batch [100]	Speed: 852.35 samples/sec
INFO:root:Iter[1] Batch [120]	Speed: 863.64 samples/sec
INFO:root:Iter[1] Batch [140]	Speed: 810.14 samples/sec
INFO:root:Iter[1] Batch [160]	Speed: 767.18 samples/sec
INFO:root:Iter[1] Batch [180]	Speed: 789.37 samples/sec
INFO:root:Iter[1] Batch [200]	Speed: 838.91 samples/sec
INFO:root:Iter[1] Batch [220]	Speed: 788.19 samples/sec
INFO:root:Iter[1] Batch [240]	Speed: 791.90 samples/sec
INFO:root:Iter[1] Batch [260]	Speed: 775.85 samples/sec
INFO:root:Iter[1] Batch [280]	Speed: 819.13 samples/sec
INFO:root:Iter[1] Batch [300]	Speed: 850.76 samples/sec
INFO:root:Iter[1] Batch [320]	Speed: 823.02 samples/sec
INFO:root:Iter[1] Batch [340]	Speed: 849.25 samples/sec
INFO:root:Iter[1] Batch [360]	Speed: 810.88 samples/sec
INFO:root:Iter[1] Batch [380]	Speed: 855.96 samples/sec
INFO:root:Iter[1] Batch [400]	Speed: 796.16 samples/sec
INFO:root:Iter[1] Batch [420]	Speed: 832.01 samples/sec
INFO:root:Iter[1] Batch [440]	Speed: 837.89 samples/sec
INFO:root:Iter[1] Batch [460]	Speed: 838.57 samples/sec
INFO:root:Iter[1] Batch [480]	Speed: 864.07 samples/sec
INFO:root:Iter[1] Batch [500]	Speed: 843.57 samples/sec
INFO:root:Iter[1] Batch [520]	Speed: 839.34 samples/sec
INFO:root:Iter[1] Batch [540]	Speed: 828.54 samples/sec
INFO:root:Iter[1] Batch [560]	Speed: 822.08 samples/sec
INFO:root:Iter[1] Batch [580]	Speed: 842.45 samples/sec
INFO:root:Iter[1] Batch [600]	Speed: 833.48 samples/sec
INFO:root:Iter[1] Batch [620]	Speed: 869.66 samples/sec
INFO:root:Iter[1] Batch [640]	Speed: 828.01 samples/sec
INFO:root:Iter[1] Batch [660]	Speed: 831.41 samples/sec
INFO:root:Iter[1] Batch [680]	Speed: 906.85 samples/sec
INFO:root:Iter[1] Batch [700]	Speed: 853.81 samples/sec
INFO:root:Iter[1] Batch [720]	Speed: 865.85 samples/sec
INFO:root:Iter[1] Batch [740]	Speed: 820.21 samples/sec
INFO:root:Iter[1] Batch [760]	Speed: 824.71 samples/sec
INFO:root:Iter[1] Batch [780]	Speed: 838.78 samples/sec
INFO:root:Iter[1] Batch [800]	Speed: 843.65 samples/sec
INFO:root:Iter[1] Batch [820]	Speed: 826.27 samples/sec
INFO:root:Iter[1] Batch [840]	Speed: 835.60 samples/sec
INFO:root:Iter[1] Batch [860]	Speed: 862.26 samples/sec
INFO:root:Iter[1] Batch [880]	Speed: 877.55 samples/sec
lr-batch-epoch: 0.1 883 1
INFO:root:Iter[1] Batch [900]	Speed: 850.11 samples/sec
INFO:root:Iter[1] Batch [920]	Speed: 875.57 samples/sec
INFO:root:Iter[1] Batch [940]	Speed: 853.55 samples/sec
INFO:root:Iter[1] Batch [960]	Speed: 882.10 samples/sec
INFO:root:Iter[1] Batch [980]	Speed: 892.58 samples/sec
INFO:root:Iter[1] Batch [1000]	Speed: 846.66 samples/sec
INFO:root:Iter[1] Batch [1020]	Speed: 808.53 samples/sec
INFO:root:Iter[1] Batch [1040]	Speed: 860.58 samples/sec
INFO:root:Iter[1] Batch [1060]	Speed: 867.23 samples/sec
INFO:root:Iter[1] Batch [1080]	Speed: 867.99 samples/sec
INFO:root:Iter[1] Batch [1100]	Speed: 822.97 samples/sec
INFO:root:Iter[1] Batch [1120]	Speed: 864.22 samples/sec
INFO:root:Iter[1] Batch [1140]	Speed: 881.98 samples/sec
INFO:root:Iter[1] Batch [1160]	Speed: 855.64 samples/sec
INFO:root:Iter[1] Batch [1180]	Speed: 846.05 samples/sec
INFO:root:Iter[1] Batch [1200]	Speed: 818.23 samples/sec
INFO:root:Iter[1] Batch [1220]	Speed: 865.91 samples/sec
INFO:root:Iter[1] Batch [1240]	Speed: 785.27 samples/sec
INFO:root:Iter[1] Batch [1260]	Speed: 758.91 samples/sec
INFO:root:Iter[1] Batch [1280]	Speed: 840.80 samples/sec
INFO:root:Iter[1] Batch [1300]	Speed: 836.54 samples/sec
INFO:root:Iter[1] Batch [1320]	Speed: 829.61 samples/sec
INFO:root:Iter[1] Batch [1340]	Speed: 834.76 samples/sec
INFO:root:Iter[1] Batch [1360]	Speed: 883.38 samples/sec
INFO:root:Iter[1] Batch [1380]	Speed: 839.90 samples/sec
INFO:root:Iter[1] Batch [1400]	Speed: 840.05 samples/sec
INFO:root:Iter[1] Batch [1420]	Speed: 844.90 samples/sec
INFO:root:Iter[1] Batch [1440]	Speed: 862.83 samples/sec
INFO:root:Iter[1] Batch [1460]	Speed: 824.11 samples/sec
INFO:root:Iter[1] Batch [1480]	Speed: 848.98 samples/sec
INFO:root:Iter[1] Batch [1500]	Speed: 822.81 samples/sec
INFO:root:Iter[1] Batch [1520]	Speed: 831.63 samples/sec
INFO:root:Iter[1] Batch [1540]	Speed: 788.25 samples/sec
INFO:root:Iter[1] Batch [1560]	Speed: 834.53 samples/sec
INFO:root:Iter[1] Batch [1580]	Speed: 861.73 samples/sec
INFO:root:Iter[1] Batch [1600]	Speed: 844.52 samples/sec
INFO:root:Iter[1] Batch [1620]	Speed: 812.47 samples/sec
INFO:root:Iter[1] Batch [1640]	Speed: 850.42 samples/sec
INFO:root:Iter[1] Batch [1660]	Speed: 807.67 samples/sec
INFO:root:Iter[1] Batch [1680]	Speed: 842.86 samples/sec
INFO:root:Iter[1] Batch [1700]	Speed: 873.91 samples/sec
INFO:root:Iter[1] Batch [1720]	Speed: 880.08 samples/sec
INFO:root:Iter[1] Batch [1740]	Speed: 864.50 samples/sec
INFO:root:Iter[1] Batch [1760]	Speed: 863.37 samples/sec
INFO:root:Iter[1] Batch [1780]	Speed: 825.53 samples/sec
INFO:root:Iter[1] Batch [1800]	Speed: 852.75 samples/sec
INFO:root:Iter[1] Batch [1820]	Speed: 826.91 samples/sec
INFO:root:Iter[1] Batch [1840]	Speed: 851.66 samples/sec
INFO:root:Iter[1] Batch [1860]	Speed: 861.17 samples/sec
INFO:root:Iter[1] Batch [1880]	Speed: 882.13 samples/sec
{fc7_acc} 12000 0.044921875
lr-batch-epoch: 0.1 1883 1
testing verification..
(12000, 512)
infer time 4.1605810000000005
[lfw][12000]XNorm: 22.699552
[lfw][12000]Accuracy-Flip: 0.99167+-0.00387
testing verification..
(14000, 512)
infer time 5.022702
[cfp_fp][12000]XNorm: 20.320430
